t,eta
468.9,0.072854
469,0.11371
469.1,0.16779
469.2,0.22987
469.3,0.28873
469.4,0.31336
469.5,0.29823
469.6,0.28049
469.7,0.27511
469.8,0.25863
469.9,0.20557
470,0.11534
470.1,0.010114
470.2,-0.087012
470.3,-0.19721
470.4,-0.32648
470.5,-0.45732
470.6,-0.58401
470.7,-0.71942
470.8,-0.85278
470.9,-0.98989
471,-1.1295
471.1,-1.2478
471.2,-1.3128
471.3,-1.3298
471.4,-1.3113
471.5,-1.2467
471.6,-1.1518
471.7,-1.0418
471.8,-0.91665
471.9,-0.78305
472,-0.63761
472.1,-0.47489
472.2,-0.31522
472.3,-0.16821
472.4,-0.013777
472.5,0.15012
472.6,0.29796
472.7,0.43469
472.8,0.571
472.9,0.67701
473,0.77604
473.1,0.87213
473.2,0.95756
473.3,1.0216
473.4,1.069
473.5,1.122
473.6,1.1555
473.7,1.1746
473.8,1.1757
473.9,1.1612
474,1.1416
474.1,1.1235
474.2,1.1115
474.3,1.0944
474.4,1.0679
474.5,1.036
474.6,0.99656
474.7,0.93132
474.8,0.85324
474.9,0.77318
475,0.70987
475.1,0.67396
475.2,0.64687
475.3,0.62704
475.4,0.59353
475.5,0.54698
475.6,0.48423
475.7,0.42432
475.8,0.38341
475.9,0.35027
476,0.30515
476.1,0.25241
476.2,0.18776
476.3,0.10536
476.4,0.010702
476.5,-0.094534
476.6,-0.20393
476.7,-0.32597
476.8,-0.47234
476.9,-0.6248
477,-0.7757
477.1,-0.91695
477.2,-1.0181
477.3,-1.0821
477.4,-1.1348
477.5,-1.1808
477.6,-1.2149
477.7,-1.263
477.8,-1.3276
477.9,-1.3864
478,-1.45
478.1,-1.512
478.2,-1.5742
478.3,-1.6369
478.4,-1.6689
478.5,-1.6582
478.6,-1.6083
478.7,-1.5275
478.8,-1.4161
478.9,-1.29
479,-1.1745
479.1,-1.0735
479.2,-0.95548
479.3,-0.81865
479.4,-0.68038
479.5,-0.54588
479.6,-0.43772
479.7,-0.34134
479.8,-0.21372
479.9,-0.062719
480,0.083273
480.1,0.20183
480.2,0.34005
480.3,0.48775
480.4,0.62127
480.5,0.7249
480.6,0.81212
480.7,0.90152
480.8,0.98538
480.9,1.0654
481,1.1411
481.1,1.2127
481.2,1.2857
481.3,1.3666
481.4,1.4497
481.5,1.5211
481.6,1.5746
481.7,1.615
481.8,1.6509
481.9,1.6881
482,1.7173
482.1,1.7258
482.2,1.7215
482.3,1.7067
482.4,1.6807
482.5,1.6549
482.6,1.6187
482.7,1.5466
482.8,1.4462
482.9,1.3227
483,1.2164
483.1,1.098
483.2,0.94341
483.3,0.74692
483.4,0.52479
483.5,0.27766
483.6,0.053579
483.7,-0.11966
483.8,-0.27452
483.9,-0.44537
484,-0.61165
484.1,-0.78657
484.2,-0.98412
484.3,-1.185
484.4,-1.3742
484.5,-1.5448
484.6,-1.6815
484.7,-1.7868
484.8,-1.8632
484.9,-1.9061
485,-1.9525
485.1,-2.0062
485.2,-2.0518
485.3,-2.0824
485.4,-2.0818
485.5,-2.0259
485.6,-1.9137
485.7,-1.7768
485.8,-1.6191
485.9,-1.4437
486,-1.2691
486.1,-1.0958
486.2,-0.9367
486.3,-0.79789
486.4,-0.66785
486.5,-0.54699
486.6,-0.43965
486.7,-0.35072
486.8,-0.27767
486.9,-0.19029
487,-0.085092
487.1,0.030978
487.2,0.15419
487.3,0.27234
487.4,0.37208
487.5,0.45543
487.6,0.55535
487.7,0.68353
487.8,0.80455
487.9,0.9219
488,1.0588
488.1,1.2127
488.2,1.3695
488.3,1.5074
488.4,1.6219
488.5,1.7127
488.6,1.7671
488.7,1.8123
488.8,1.837
488.9,1.8351
489,1.794
489.1,1.7226
489.2,1.6421
489.3,1.5515
489.4,1.4435
489.5,1.3019
489.6,1.1234
489.7,0.92355
489.8,0.73473
489.9,0.54631
490,0.35367
490.1,0.14084
490.2,-0.082871
490.3,-0.30207
490.4,-0.51057
490.5,-0.69073
490.6,-0.85306
490.7,-1.0037
490.8,-1.1458
490.9,-1.2536
491,-1.3303
491.1,-1.3689
491.2,-1.3636
491.3,-1.3401
491.4,-1.3225
491.5,-1.2868
491.6,-1.2091
491.7,-1.116
491.8,-1.0243
491.9,-0.94197
492,-0.85052
492.1,-0.75129
492.2,-0.65742
492.3,-0.55932
492.4,-0.44512
492.5,-0.32149
492.6,-0.20486
492.7,-0.1059
492.8,-0.0065797
492.9,0.11098
493,0.23972
493.1,0.34969
493.2,0.44078
493.3,0.5152
493.4,0.56366
493.5,0.58363
493.6,0.57228
493.7,0.54903
493.8,0.52429
493.9,0.50925
494,0.50106
494.1,0.48984
494.2,0.47752
494.3,0.48126
494.4,0.5134
494.5,0.55045
494.6,0.57273
494.7,0.56506
494.8,0.54316
494.9,0.51735
495,0.48562
495.1,0.42938
495.2,0.35448
495.3,0.26131
495.4,0.16522
495.5,0.071001
495.6,-0.010427
495.7,-0.08822
495.8,-0.15786
495.9,-0.2391
496,-0.33344
496.1,-0.44111
496.2,-0.55218
496.3,-0.64666
496.4,-0.72754
496.5,-0.783
496.6,-0.83164
496.7,-0.8681
496.8,-0.87355
496.9,-0.87239
497,-0.88249
497.1,-0.90293
497.2,-0.91112
497.3,-0.8989
497.4,-0.87895
497.5,-0.83368
497.6,-0.77989
497.7,-0.72276
497.8,-0.64906
497.9,-0.54214
498,-0.40437
498.1,-0.23366
498.2,-0.05808
498.3,0.097331
498.4,0.2592
498.5,0.42117
498.6,0.59161
498.7,0.76084
498.8,0.91594
498.9,1.0595
499,1.1629
499.1,1.2455
499.2,1.3064
499.3,1.3358
499.4,1.3416
499.5,1.3261
499.6,1.2849
499.7,1.2238
499.8,1.1351
499.9,1.0147
500,0.87871
500.1,0.73973
500.2,0.59298
500.3,0.43949
500.4,0.28098
500.5,0.12992
500.6,-0.0041617
500.7,-0.096361
500.8,-0.13593
500.9,-0.14756
501,-0.15303
501.1,-0.1742
501.2,-0.2035
501.3,-0.23364
501.4,-0.24989
501.5,-0.25366
501.6,-0.24669
501.7,-0.24713
501.8,-0.23927
501.9,-0.22128
502,-0.18657
502.1,-0.14297
502.2,-0.10637
502.3,-0.08445
502.4,-0.081525
502.5,-0.1081
502.6,-0.17847
502.7,-0.26786
502.8,-0.34556
502.9,-0.41965
503,-0.48346
503.1,-0.53742
503.2,-0.59875
503.3,-0.67578
503.4,-0.78064
503.5,-0.88949
503.6,-0.99513
503.7,-1.085
503.8,-1.1572
503.9,-1.2083
504,-1.2063
504.1,-1.1569
504.2,-1.082
504.3,-0.97674
504.4,-0.86502
504.5,-0.76262
504.6,-0.65032
504.7,-0.51336
504.8,-0.35874
504.9,-0.18357
505,-0.02394
505.1,0.10748
505.2,0.2352
505.3,0.36319
505.4,0.49125
505.5,0.60739
505.6,0.71054
505.7,0.78101
505.8,0.82105
505.9,0.86313
506,0.89581
506.1,0.90328
506.2,0.89537
506.3,0.86959
506.4,0.81551
506.5,0.7426
506.6,0.67106
506.7,0.59231
506.8,0.51468
506.9,0.48409
507,0.50659
507.1,0.56847
507.2,0.66027
507.3,0.76211
507.4,0.83488
507.5,0.86838
507.6,0.86752
507.7,0.8299
507.8,0.75086
507.9,0.62559
508,0.50313
508.1,0.40469
508.2,0.30341
508.3,0.20099
508.4,0.12033
508.5,0.070954
508.6,0.037504
508.7,-0.011814
508.8,-0.069629
508.9,-0.12351
509,-0.17557
509.1,-0.23344
509.2,-0.29461
509.3,-0.34196
509.4,-0.37938
509.5,-0.42658
509.6,-0.4803
509.7,-0.5568
509.8,-0.65934
509.9,-0.75891
510,-0.83162
510.1,-0.86917
510.2,-0.87418
510.3,-0.87692
510.4,-0.9015
510.5,-0.91326
510.6,-0.92729
510.7,-0.94441
510.8,-0.95418
510.9,-0.96807
511,-0.98612
511.1,-0.98495
511.2,-0.95221
511.3,-0.88275
511.4,-0.77459
511.5,-0.62039
511.6,-0.44044
511.7,-0.25977
511.8,-0.076114
511.9,0.099725
512,0.25057
512.1,0.36214
512.2,0.43979
512.3,0.49404
512.4,0.55696
512.5,0.64568
512.6,0.75866
512.7,0.8792
512.8,0.97386
512.9,1.033
513,1.0627
513.1,1.079
513.2,1.0615
513.3,0.98544
513.4,0.87417
513.5,0.7481
513.6,0.60342
513.7,0.46352
513.8,0.32322
513.9,0.18047
514,0.047362
514.1,-0.072418
514.2,-0.16593
514.3,-0.22988
514.4,-0.24609
514.5,-0.21439
514.6,-0.14992
514.7,-0.087687
514.8,-0.037643
514.9,0.0001973
515,0.033556
515.1,0.086429
515.2,0.13539
515.3,0.16842
515.4,0.20005
515.5,0.21786
515.6,0.22891
515.7,0.20912
515.8,0.16458
515.9,0.10697
516,0.044131
516.1,0.004013
516.2,0.0021898
516.3,-0.0063121
516.4,-0.026771
516.5,-0.046317
516.6,-0.074616
516.7,-0.11475
516.8,-0.1445
516.9,-0.17231
517,-0.19931
517.1,-0.23179
517.2,-0.27418
517.3,-0.33081
517.4,-0.39845
517.5,-0.45679
517.6,-0.51829
517.7,-0.58932
517.8,-0.65836
517.9,-0.72087
518,-0.75152
518.1,-0.75594
518.2,-0.74373
518.3,-0.68958
518.4,-0.60704
518.5,-0.51837
518.6,-0.41899
518.7,-0.31544
518.8,-0.21229
518.9,-0.11909
519,-0.025849
519.1,0.06798
519.2,0.16552
519.3,0.23501
519.4,0.27575
519.5,0.30741
519.6,0.33428
519.7,0.36327
519.8,0.39901
519.9,0.41281
520,0.40566
520.1,0.37967
520.2,0.35752
520.3,0.33299
520.4,0.31908
520.5,0.30391
520.6,0.29511
520.7,0.28285
520.8,0.24774
520.9,0.20082
521,0.17677
521.1,0.1654
521.2,0.16307
521.3,0.17889
521.4,0.19433
521.5,0.21556
521.6,0.23726
521.7,0.21744
521.8,0.16556
521.9,0.10894
522,0.063898
522.1,0.024992
522.2,-0.026018
522.3,-0.073528
522.4,-0.1017
522.5,-0.10771
522.6,-0.085778
522.7,-0.039514
522.8,0.019717
522.9,0.073926
523,0.13014
523.1,0.1962
523.2,0.25797
523.3,0.3002
523.4,0.33229
523.5,0.35294
523.6,0.36625
523.7,0.37858
523.8,0.39336
523.9,0.4018
524,0.40879
524.1,0.39542
524.2,0.37589
524.3,0.33481
524.4,0.24424
524.5,0.1426
524.6,0.04311
524.7,-0.062398
524.8,-0.15435
524.9,-0.24765
525,-0.34623
525.1,-0.43527
525.2,-0.5115
525.3,-0.5807
525.4,-0.6439
525.5,-0.69112
525.6,-0.71014
525.7,-0.71927
525.8,-0.74448
525.9,-0.77751
526,-0.80145
526.1,-0.80419
526.2,-0.77264
526.3,-0.72267
526.4,-0.66391
526.5,-0.61199
526.6,-0.57184
526.7,-0.53632
526.8,-0.51007
526.9,-0.48
527,-0.43225
527.1,-0.37283
527.2,-0.29701
527.3,-0.20899
527.4,-0.1145
527.5,-0.017601
527.6,0.064964
527.7,0.14918
527.8,0.22326
527.9,0.30435
528,0.41828
528.1,0.54153
528.2,0.66251
528.3,0.74268
528.4,0.77921
528.5,0.79369
528.6,0.79789
528.7,0.79102
528.8,0.76811
528.9,0.75556
529,0.76572
529.1,0.78628
529.2,0.79393
529.3,0.75383
529.4,0.66113
529.5,0.53521
529.6,0.42286
529.7,0.34377
529.8,0.2562
529.9,0.15033
530,0.054119
530.1,-0.017315
530.2,-0.081215
530.3,-0.13337
530.4,-0.17832
530.5,-0.21683
530.6,-0.23312
530.7,-0.219
530.8,-0.20703
530.9,-0.2065
531,-0.21248
531.1,-0.22422
531.2,-0.24906
531.3,-0.26574
531.4,-0.27716
531.5,-0.28968
531.6,-0.2928
531.7,-0.27945
531.8,-0.27953
531.9,-0.29796
532,-0.32293
532.1,-0.35001
532.2,-0.36471
532.3,-0.35899
532.4,-0.32866
532.5,-0.28757
532.6,-0.21788
532.7,-0.13246
532.8,-0.04625
532.9,0.032668
533,0.11394
533.1,0.20403
533.2,0.25729
533.3,0.27563
533.4,0.28757
533.5,0.28783
533.6,0.26784
533.7,0.24628
533.8,0.23358
533.9,0.2234
534,0.21569
534.1,0.21525
534.2,0.21681
534.3,0.19244
534.4,0.13834
534.5,0.068481
534.6,-0.0017997
534.7,-0.055503
534.8,-0.091144
534.9,-0.11521
535,-0.12895
535.1,-0.13514
535.2,-0.13065
535.3,-0.12677
535.4,-0.14206
535.5,-0.17342
535.6,-0.1982
535.7,-0.20464
535.8,-0.20095
535.9,-0.18102
536,-0.19141
536.1,-0.23458
536.2,-0.29417
536.3,-0.36193
536.4,-0.41203
536.5,-0.46128
536.6,-0.51699
536.7,-0.57883
536.8,-0.63749
536.9,-0.68238
537,-0.6708
537.1,-0.59974
537.2,-0.50271
537.3,-0.40516
537.4,-0.30718
537.5,-0.20373
537.6,-0.10153
537.7,0.0059535
537.8,0.12321
537.9,0.27525
538,0.41501
538.1,0.53295
538.2,0.63965
538.3,0.72104
538.4,0.7857
538.5,0.8258
538.6,0.83895
538.7,0.84185
538.8,0.84186
538.9,0.84737
539,0.81387
539.1,0.764
539.2,0.67869
539.3,0.56552
539.4,0.45384
539.5,0.35975
539.6,0.28154
539.7,0.22609
539.8,0.19956
539.9,0.20011
540,0.24219
540.1,0.28641
540.2,0.29696
540.3,0.2844
540.4,0.26242
540.5,0.23879
540.6,0.2307
540.7,0.21271
540.8,0.18211
540.9,0.14643
541,0.079378
541.1,-0.024483
541.2,-0.12806
541.3,-0.2258
541.4,-0.31268
541.5,-0.40993
541.6,-0.49998
541.7,-0.58123
541.8,-0.65543
541.9,-0.7078
542,-0.72832
542.1,-0.74006
542.2,-0.76051
542.3,-0.77156
542.4,-0.77997
542.5,-0.79601
542.6,-0.80351
542.7,-0.79353
542.8,-0.7512
542.9,-0.68981
543,-0.61832
543.1,-0.53871
543.2,-0.46913
543.3,-0.40701
543.4,-0.35267
543.5,-0.29614
543.6,-0.24356
543.7,-0.20934
543.8,-0.18434
543.9,-0.16426
544,-0.14518
544.1,-0.1136
544.2,-0.093221
544.3,-0.095632
544.4,-0.099289
544.5,-0.10166
544.6,-0.12281
544.7,-0.15902
544.8,-0.20843
544.9,-0.24224
545,-0.24266
545.1,-0.22949
545.2,-0.20611
545.3,-0.15688
545.4,-0.077908
545.5,0.018154
545.6,0.14822
545.7,0.29308
545.8,0.4493
545.9,0.62921
546,0.836
546.1,1.0361
546.2,1.2088
546.3,1.3534
546.4,1.4898
546.5,1.5989
546.6,1.677
546.7,1.7394
546.8,1.7984
546.9,1.8188
547,1.7988
547.1,1.7485
547.2,1.6808
547.3,1.5983
547.4,1.478
547.5,1.3215
547.6,1.1286
547.7,0.91487
547.8,0.67698
547.9,0.43109
548,0.19523
548.1,-0.037943
548.2,-0.26662
548.3,-0.47648
548.4,-0.67743
548.5,-0.87932
548.6,-1.0781
548.7,-1.2571
548.8,-1.4215
548.9,-1.5592
549,-1.6637
549.1,-1.7448
549.2,-1.7996
549.3,-1.825
549.4,-1.8392
549.5,-1.8249
549.6,-1.7991
549.7,-1.7684
549.8,-1.7269
549.9,-1.6813
550,-1.6316
550.1,-1.5867
550.2,-1.5371
550.3,-1.4816
550.4,-1.4245
550.5,-1.3526
550.6,-1.2458
550.7,-1.0888
550.8,-0.90694
550.9,-0.69526
551,-0.46127
551.1,-0.21886
551.2,0.023263
551.3,0.24388
551.4,0.46119
551.5,0.66325
551.6,0.84411
551.7,1.0189
551.8,1.179
551.9,1.2898
552,1.3597
552.1,1.4033
552.2,1.4452
552.3,1.4854
552.4,1.5005
552.5,1.4892
552.6,1.4477
552.7,1.3966
552.8,1.3402
552.9,1.2798
553,1.1983
553.1,1.0998
553.2,0.9881
553.3,0.87337
553.4,0.75296
553.5,0.63373
553.6,0.52357
553.7,0.42751
553.8,0.35119
553.9,0.28701
554,0.21995
554.1,0.18266
554.2,0.16387
554.3,0.1599
554.4,0.17149
554.5,0.1772
554.6,0.18187
554.7,0.19619
554.8,0.22718
554.9,0.23644
555,0.22939
555.1,0.20157
555.2,0.15044
555.3,0.079904
555.4,-0.0074003
555.5,-0.081191
555.6,-0.15179
555.7,-0.23589
555.8,-0.34238
555.9,-0.47595
556,-0.6053
556.1,-0.72382
556.2,-0.81738
556.3,-0.87049
556.4,-0.89987
556.5,-0.9396
556.6,-0.9924
556.7,-1.0229
556.8,-1.0149
556.9,-0.96996
557,-0.93056
557.1,-0.89459
557.2,-0.84911
557.3,-0.79526
557.4,-0.74995
557.5,-0.7235
557.6,-0.69062
557.7,-0.63394
557.8,-0.55998
557.9,-0.48204
558,-0.40609
558.1,-0.3347
558.2,-0.25733
558.3,-0.15931
558.4,-0.024359
558.5,0.11606
558.6,0.25955
558.7,0.39103
558.8,0.48244
558.9,0.52938
559,0.55096
559.1,0.55347
559.2,0.55509
559.3,0.56398
559.4,0.57751
559.5,0.58548
559.6,0.58206
559.7,0.56769
559.8,0.53749
559.9,0.48536
560,0.42564
560.1,0.35329
560.2,0.27457
560.3,0.20861
560.4,0.13865
560.5,0.066086
560.6,0.011253
560.7,-0.021182
560.8,-0.035033
560.9,-0.032778
561,-0.029137
561.1,-0.031509
561.2,-0.044026
561.3,-0.066744
561.4,-0.10343
561.5,-0.1697
561.6,-0.23619
561.7,-0.29267
561.8,-0.32669
561.9,-0.33967
562,-0.3363
562.1,-0.29348
562.2,-0.22077
562.3,-0.12775
562.4,-0.046337
562.5,0.013442
562.6,0.064955
562.7,0.12072
562.8,0.20785
562.9,0.28846
563,0.35707
563.1,0.41831
563.2,0.4552
563.3,0.45565
563.4,0.42156
563.5,0.37035
563.6,0.32417
563.7,0.28103
563.8,0.241
563.9,0.21408
564,0.19815
564.1,0.18679
564.2,0.18333
564.3,0.16997
564.4,0.15557
564.5,0.15131
564.6,0.16534
564.7,0.18222
564.8,0.20311
564.9,0.22555
565,0.25211
565.1,0.29807
565.2,0.35214
565.3,0.38973
565.4,0.42617
565.5,0.45225
565.6,0.45949
565.7,0.44596
565.8,0.39864
565.9,0.32666
566,0.23749
566.1,0.12468
566.2,0.013239
566.3,-0.087698
566.4,-0.20987
566.5,-0.32502
566.6,-0.41535
566.7,-0.49486
566.8,-0.57614
566.9,-0.65548
567,-0.71587
567.1,-0.7916
567.2,-0.88684
567.3,-0.9858
567.4,-1.0705
567.5,-1.1496
567.6,-1.2179
567.7,-1.2507
567.8,-1.2396
567.9,-1.2145
568,-1.1821
568.1,-1.1398
568.2,-1.0993
568.3,-1.0692
568.4,-1.046
568.5,-1.0284
568.6,-0.99463
568.7,-0.9171
568.8,-0.7873
568.9,-0.62584
569,-0.44382
569.1,-0.25024
569.2,-0.051077
569.3,0.15637
569.4,0.37552
569.5,0.59218
569.6,0.78845
569.7,0.96101
569.8,1.1215
569.9,1.2753
570,1.406
570.1,1.5219
570.2,1.614
570.3,1.6746
570.4,1.7084
570.5,1.7033
570.6,1.6674
570.7,1.6021
570.8,1.5146
570.9,1.4184
571,1.3336
571.1,1.2546
571.2,1.191
571.3,1.1295
571.4,1.0526
571.5,0.96486
571.6,0.87395
571.7,0.78609
571.8,0.70297
571.9,0.61023
572,0.49674
572.1,0.36809
572.2,0.23866
572.3,0.095188
572.4,-0.060698
572.5,-0.2395
572.6,-0.42419
572.7,-0.60594
572.8,-0.77372
572.9,-0.92611
573,-1.0863
573.1,-1.2458
573.2,-1.3971
573.3,-1.5422
573.4,-1.6595
573.5,-1.7599
573.6,-1.8278
573.7,-1.8632
573.8,-1.8802
573.9,-1.8699
574,-1.8475
574.1,-1.8044
574.2,-1.7222
574.3,-1.6123
574.4,-1.475
574.5,-1.2913
574.6,-1.0824
574.7,-0.85163
574.8,-0.58837
574.9,-0.31822
575,-0.05281
575.1,0.19971
575.2,0.43758
575.3,0.66628
575.4,0.87634
575.5,1.0524
575.6,1.1889
575.7,1.2929
575.8,1.3463
575.9,1.3563
576,1.3619
576.1,1.351
576.2,1.3371
576.3,1.3133
576.4,1.2683
576.5,1.2007
576.6,1.1158
576.7,1.0234
576.8,0.92816
576.9,0.84556
577,0.76056
577.1,0.66451
577.2,0.57541
577.3,0.49392
577.4,0.40558
577.5,0.31291
577.6,0.19676
577.7,0.056581
577.8,-0.090275
577.9,-0.24587
578,-0.39756
578.1,-0.54037
578.2,-0.66141
578.3,-0.76171
578.4,-0.83499
578.5,-0.88186
578.6,-0.89739
578.7,-0.87129
578.8,-0.82479
578.9,-0.75598
579,-0.64539
579.1,-0.51699
579.2,-0.40634
579.3,-0.29967
579.4,-0.19917
579.5,-0.12219
579.6,-0.065237
579.7,-0.0039056
579.8,0.047133
579.9,0.07329
580,0.071149
580.1,0.040059
580.2,-0.013966
580.3,-0.086447
580.4,-0.18261
580.5,-0.28285
580.6,-0.35065
580.7,-0.38454
580.8,-0.39228
580.9,-0.38906
581,-0.36054
581.1,-0.31742
581.2,-0.26256
581.3,-0.20754
581.4,-0.14141
581.5,-0.067838
581.6,-0.0020677
581.7,0.057883
581.8,0.11121
581.9,0.17833
582,0.27225
582.1,0.39824
582.2,0.53218
582.3,0.67142
582.4,0.79889
582.5,0.91187
582.6,1.0001
582.7,1.0526
582.8,1.0818
582.9,1.0734
583,1.0293
583.1,0.94542
583.2,0.84723
583.3,0.75758
583.4,0.68959
583.5,0.6286
583.6,0.57364
583.7,0.51768
583.8,0.4521
583.9,0.36354
584,0.26695
584.1,0.17105
584.2,0.069324
584.3,-0.053785
584.4,-0.19242
584.5,-0.33098
584.6,-0.47281
584.7,-0.62553
584.8,-0.76986
584.9,-0.88968
585,-0.96334
585.1,-0.99212
585.2,-1.0088
585.3,-1.0169
585.4,-0.9995
585.5,-0.97485
585.6,-0.93457
585.7,-0.87034
585.8,-0.81453
585.9,-0.77902
586,-0.75737
586.1,-0.75247
586.2,-0.74344
586.3,-0.72028
586.4,-0.67751
586.5,-0.6313
586.6,-0.6135
586.7,-0.61425
586.8,-0.62037
586.9,-0.62011
587,-0.59899
587.1,-0.56723
587.2,-0.543
587.3,-0.51414
587.4,-0.46358
587.5,-0.38966
587.6,-0.30389
587.7,-0.20186
587.8,-0.087082
587.9,0.053295
588,0.21347
588.1,0.36879
588.2,0.49849
588.3,0.60826
588.4,0.70594
588.5,0.79652
588.6,0.88579
588.7,0.96832
588.8,1.0534
588.9,1.1344
589,1.2051
589.1,1.2457
589.2,1.2651
589.3,1.252
589.4,1.2228
589.5,1.184
589.6,1.1159
589.7,1.0298
589.8,0.94388
589.9,0.86647
590,0.79326
590.1,0.71547
590.2,0.61881
590.3,0.52092
590.4,0.44847
590.5,0.40423
590.6,0.38943
590.7,0.41125
590.8,0.45265
590.9,0.52173
591,0.60057
591.1,0.65903
591.2,0.67074
591.3,0.63773
591.4,0.57181
591.5,0.48298
591.6,0.37009
591.7,0.22231
591.8,0.07694
591.9,-0.064895
592,-0.22686
592.1,-0.39265
592.2,-0.55763
592.3,-0.73094
592.4,-0.91521
592.5,-1.0953
592.6,-1.2597
592.7,-1.3915
592.8,-1.493
592.9,-1.5458
593,-1.5724
593.1,-1.5855
593.2,-1.5935
593.3,-1.6081
593.4,-1.6382
593.5,-1.6753
593.6,-1.6822
593.7,-1.6436
593.8,-1.5564
593.9,-1.4406
594,-1.3269
594.1,-1.1993
594.2,-1.0493
594.3,-0.88505
594.4,-0.68492
594.5,-0.44025
594.6,-0.18235
594.7,0.058742
594.8,0.283
594.9,0.46998
595,0.61191
595.1,0.71558
595.2,0.79024
595.3,0.84065
595.4,0.87295
595.5,0.87863
595.6,0.87268
595.7,0.8364
595.8,0.76501
595.9,0.66946
596,0.55404
596.1,0.43932
596.2,0.3401
596.3,0.23543
596.4,0.16166
596.5,0.1531
596.6,0.18923
596.7,0.25372
596.8,0.33948
596.9,0.44915
597,0.54419
597.1,0.63394
597.2,0.71208
597.3,0.78842
597.4,0.85068
597.5,0.88899
597.6,0.90051
597.7,0.89224
597.8,0.88179
597.9,0.86041
598,0.82723
598.1,0.788
598.2,0.74503
598.3,0.70244
598.4,0.65961
598.5,0.62536
598.6,0.59474
598.7,0.55895
598.8,0.52336
598.9,0.48832
599,0.43669
599.1,0.37768
599.2,0.33006
599.3,0.28545
599.4,0.23324
599.5,0.14781
599.6,0.039596
599.7,-0.086286
599.8,-0.21136
599.9,-0.29634
600,-0.34564
600.1,-0.38515
600.2,-0.41924
600.3,-0.44986
600.4,-0.47482
600.5,-0.50638
600.6,-0.53757
600.7,-0.56327
600.8,-0.57083
600.9,-0.57676
601,-0.61258
601.1,-0.67746
601.2,-0.73948
601.3,-0.78667
601.4,-0.82781
601.5,-0.84459
601.6,-0.85893
601.7,-0.87495
601.8,-0.88976
601.9,-0.89872
602,-0.90175
602.1,-0.90324
602.2,-0.89847
602.3,-0.89256
602.4,-0.88566
602.5,-0.87813
602.6,-0.88003
602.7,-0.87299
602.8,-0.85212
602.9,-0.82305
603,-0.80334
603.1,-0.7619
603.2,-0.67745
603.3,-0.56585
603.4,-0.42834
603.5,-0.2689
603.6,-0.10997
603.7,0.036262
603.8,0.16343
603.9,0.27085
604,0.35808
604.1,0.40495
604.2,0.43866
604.3,0.47223
604.4,0.50165
604.5,0.54393
604.6,0.60145
604.7,0.66077
604.8,0.7045
604.9,0.77449
605,0.86775
605.1,0.95628
605.2,1.0368
605.3,1.1242
605.4,1.2166
605.5,1.3173
605.6,1.4195
605.7,1.4989
605.8,1.5555
605.9,1.5838
606,1.5661
606.1,1.5092
606.2,1.4029
606.3,1.2638
606.4,1.0966
606.5,0.90975
606.6,0.72682
606.7,0.54546
606.8,0.35205
606.9,0.13308
607,-0.090578
607.1,-0.28893
607.2,-0.47579
607.3,-0.62279
607.4,-0.72531
607.5,-0.79834
607.6,-0.87111
607.7,-0.94271
607.8,-1.0055
607.9,-1.0716
608,-1.1507
608.1,-1.2129
608.2,-1.2421
608.3,-1.2354
608.4,-1.2056
608.5,-1.1544
608.6,-1.0786
608.7,-0.96878
608.8,-0.84028
608.9,-0.69014
609,-0.5178
609.1,-0.34656
609.2,-0.19396
609.3,-0.047219
609.4,0.086451
609.5,0.20039
609.6,0.28967
609.7,0.35813
609.8,0.41667
609.9,0.45199
610,0.46163
610.1,0.44917
610.2,0.44058
610.3,0.4262
610.4,0.40024
610.5,0.35858
610.6,0.28582
610.7,0.20703
610.8,0.13707
610.9,0.06118
611,-0.047729
611.1,-0.16757
611.2,-0.29215
611.3,-0.39718
611.4,-0.49086
611.5,-0.57562
611.6,-0.65273
611.7,-0.71319
611.8,-0.75657
611.9,-0.76763
612,-0.75456
612.1,-0.7134
612.2,-0.64644
612.3,-0.56568
612.4,-0.4371
612.5,-0.26599
612.6,-0.066601
612.7,0.15573
612.8,0.3577
612.9,0.52194
613,0.65185
613.1,0.75559
613.2,0.80814
613.3,0.80625
613.4,0.78391
613.5,0.76327
613.6,0.76828
613.7,0.79682
613.8,0.81815
613.9,0.80828
614,0.7947
614.1,0.77049
614.2,0.734
614.3,0.68161
614.4,0.62291
614.5,0.53868
614.6,0.42927
614.7,0.30869
614.8,0.21745
614.9,0.16226
615,0.13606
615.1,0.13118
615.2,0.12499
615.3,0.10998
615.4,0.10548
615.5,0.12064
615.6,0.12717
615.7,0.10688
615.8,0.049904
615.9,-0.025981
616,-0.10504
616.1,-0.18571
616.2,-0.30039
616.3,-0.44047
616.4,-0.60246
616.5,-0.76519
